iter	RMSE
148	0.5060835816
149	0.5056418838
150	0.5051188805
151	0.5047435873
152	0.504197427
153	0.5035667757
154	0.501958009
155	0.5016545848
156	0.5013135906
157	0.5004667376
158	0.4999364951
159	0.4995478714
160	0.4992413849
161	0.4989369483
162	0.4984867226
163	0.4981267565
164	0.4978556601
165	0.4973615768
166	0.4970765793
167	0.4958324146
168	0.4952847709
169	0.4949560275
170	0.494669119
171	0.4943626742
172	0.4940563472
173	0.4935830076
174	0.4931284303
175	0.4925907369
176	0.4921781832
177	0.4919241656
178	0.4916838612
179	0.4912565845
180	0.4909850531
181	0.4906883476
182	0.4904405334
183	0.4897474199
184	0.4894078654
185	0.4891420845
186	0.4889332208
187	0.488528964
188	0.48830181
189	0.4881148674
190	0.4867893048
191	0.486361489
192	0.485803548
193	0.4854629032
194	0.4852674342
195	0.4847605981
196	0.4843655157
197	0.483828578
198	0.48349155
199	0.4831779601
200	0.4828604941
201	0.4822558173
202	0.4817977259
203	0.4811066369
204	0.4806473852
205	0.4803290369
206	0.4801206378
207	0.4793234134
208	0.4791345204
209	0.478852
210	0.4785156531
211	0.4778633012
212	0.4777129926
213	0.4774527827
214	0.4765571867
215	0.4762597733
216	0.4759289548
217	0.4757291484
218	0.4754669784
219	0.4751479474
220	0.4746779473
221	0.4743513564
222	0.4734912009
223	0.4731240197
224	0.4727576889
225	0.4724923278
226	0.4721487515
227	0.4716605281
228	0.4713419414
229	0.4707612376
230	0.4705390639
231	0.4702482422
232	0.4699503408
233	0.4697946576
234	0.4692948181
235	0.4689171125
236	0.4687706141
237	0.4684797039
238	0.4679995225
239	0.4676607486
240	0.4672876757
241	0.4671644145
242	0.46689937
243	0.466680357
244	0.4664981923
245	0.4662501485
246	0.4658994864
247	0.4656285805
248	0.4650797139
249	0.4646713063
250	0.4639859164
251	0.4638358294
252	0.4636430423
253	0.4631566775
254	0.4628765662
255	0.4626832032
256	0.4624054686
257	0.4622135052
258	0.4619440206
259	0.4617474399
260	0.4614284938
261	0.4611984567
262	0.4609542964
263	0.4607254649
264	0.460492698
265	0.4600623987
266	0.4599454268
267	0.4597525174
268	0.4589766165
269	0.4587028405
270	0.4584692702
271	0.4583505819
272	0.4581090995
273	0.4576946166
274	0.4573159289
275	0.4571103093
276	0.4565332799
277	0.4563966082
278	0.4562414688
279	0.4558770503
280	0.4554173275
281	0.4552569029
282	0.4551262127
283	0.4548502832
284	0.4545901341
285	0.4544219726
286	0.454192348
287	0.4540208065
288	0.453678783
289	0.4532883379
290	0.4528699349
291	0.4525337952
292	0.4523998855
293	0.452217095
294	0.4520244736
295	0.4518062355
296	0.4516758071
297	0.4513833055
298	0.4510216328
299	0.4506976297
300	0.4505413013
301	0.4501768899
302	0.449997526
303	0.4498344388
304	0.449547247
305	0.4489604848
306	0.4486915063
307	0.448113857
308	0.4479875004
309	0.4478108339
310	0.4474139781
311	0.4470408404
312	0.4467330357
313	0.4465740781
314	0.4462512936
315	0.4460924643
316	0.4457627252
317	0.4454122686
318	0.4452385682
319	0.4449864707
320	0.444797922
321	0.4446582551
322	0.444193137
323	0.4440585525
324	0.4438695193
325	0.44369527
326	0.44357538
327	0.4431196636
328	0.4430090376
329	0.442914745
330	0.442795744
331	0.4426909453
332	0.442567302
333	0.4424155247
334	0.4421020062
335	0.4416255485
336	0.4413540826
337	0.4412472792
338	0.4411581328
339	0.4407786669
340	0.4406674801
341	0.4404863202
342	0.4403435078
343	0.4401254697
344	0.439951539
345	0.4396702009
346	0.4395770567
347	0.4394037277
348	0.4393142732
349	0.4390111278
350	0.4388415044
351	0.4386358247
352	0.4385284591
353	0.4384255176
354	0.4380434787
355	0.4379515298
356	0.4375857279
357	0.4374647395
358	0.4373051646
359	0.4372226971
360	0.4370240094
361	0.4368923853
362	0.4365419294
363	0.4364617862
364	0.4362129722
365	0.4360311288
366	0.4357781301
367	0.4355318611
368	0.4354084221
369	0.4350191401
370	0.4347277877
371	0.434506908
372	0.4343988815
373	0.4340753243
374	0.4339274365
375	0.4336863657
376	0.4333981307
377	0.4332976252
378	0.4331781733
379	0.4329253392
380	0.432789065
381	0.4326556715
382	0.4323867551
383	0.4322662544
384	0.4321272958
385	0.4317781737
386	0.4316477397
387	0.4315186778
388	0.4314534174
389	0.4311275586
390	0.4309054621
391	0.4307527061
392	0.4306321976
393	0.4305000656
394	0.4303124489
395	0.430169508
396	0.4299655723
397	0.4298920642
398	0.4297935664
399	0.4295826941
400	0.4294380584
401	0.429254029
402	0.428958288
403	0.4286825389
404	0.4285731006
405	0.4283125493
406	0.4280738008
407	0.4279885073
408	0.4277528352
409	0.4276818052
410	0.4275424167
411	0.4273512383
412	0.4272777221
413	0.4271787207
414	0.4270237904
415	0.4268634194
416	0.4267466394
417	0.4265515801
418	0.4263766089
419	0.4261288023
420	0.4260111333
421	0.4257800021
422	0.42568562
423	0.4254701681
424	0.4253700512
425	0.4252696141
426	0.4252047464
427	0.4251167856
428	0.4250503958
429	0.4249542103
430	0.4249067918
431	0.4247820304
432	0.4246063502
433	0.4244948126
434	0.4243130681
435	0.4242093124
436	0.4238867921
437	0.4237750028
438	0.4236349144
439	0.4234538944
440	0.4233949876
441	0.4232627054
442	0.4231953714
443	0.4230940712
444	0.4229636652
445	0.4228589292
446	0.4227333509
447	0.4226789161
448	0.4224547265
449	0.4222162759
450	0.4221092737
451	0.4220203479
452	0.4219639784
453	0.4218260028
454	0.4216365789
455	0.4214662019
456	0.4213297434
457	0.4212338336
458	0.4210015436
459	0.4208930277
460	0.4207751025
461	0.4206986748
462	0.4205933876
463	0.4204730292
464	0.4203666253
465	0.4202475408
466	0.4201429027
467	0.4200169086
468	0.4198794815
469	0.4196891207
470	0.4196033917
471	0.4194991178
472	0.4194032037
473	0.4192374984
474	0.4190999744
475	0.4189109818
476	0.4188279178
477	0.4187104162
478	0.4185558483
479	0.418476942
480	0.4183898115
481	0.4181638134
482	0.4181133722
483	0.4179400428
484	0.4177279508
485	0.4175895049
486	0.4174027706
487	0.4172603021
488	0.4171892367
489	0.4170858417
490	0.4169949094
491	0.4169216533
492	0.4167618114
493	0.4166499168
494	0.4165640128
495	0.4164897707
496	0.4163743539
497	0.4162464918
498	0.4161635334
499	0.4160504823
